smiles,ligand_id
C(CSC(F)F)[C@@H](C(=O)O)N,2FM
CC(C)N1CCC(CC1)C(=O)Nc2c(cccc2OCc3cc(on3)c4ccc(s4)Cl)OCCCO[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O,2FN
C(=CO)C=C(C(=N)C(=O)O)C(=O)O,2FO
C([C@H]([C@@H]([C@H](C(=O)COP(=O)(O)O)O)O)O)OP(=O)(O)O,2FP
Cc1ncc2c(n1)N(C(=O)C(=C2)N)C,2FQ
Cc1c2cnc(cc2n(n1)c3cccc(c3)CCC(=O)N)N[C@@H](C)c4ccccc4,2FR
c1ccc2c(c1)CCN([C@@H]2CN3Cc4ccccc4C3=O)C(=O)[C@@H]5CCCC[C@@H]5C(=O)O,2FS
C(CC(C(=O)O)(F)F)C(=O)O,2FT
C(=CC=O)C=O,2FU
c1ccc2c(c1)cc(s2)CC(=O)O,2FX
CCC(=O)c1ccc(cc1O)O,2FY
CNC(=O)O[C@H]1COc2ccc(cc2[C@@H]1NC(=O)c3ccc(cc3)F)N4CCN(CC4)C5COC5,2FZ
C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)CC(=O)N[C@@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)N)O)O)O,2G0
Cc1nc(cs1)c2ccc(cc2)S(=O)(=O)NCCC(F)(F)F,2G1
C(CC(=O)N[C@@H](COP(=O)(N[C@@H](CCC(=O)O)C(=O)O)O)C(=O)O)[C@@H](C(=O)O)N,2G2
CC(C)(C)CCN,2G3
c1ccc(cc1)CCCCOP(=O)(N[C@@H](CCC(=O)O)C(=O)O)O,2G4
c1ccc(cc1)C(=O)N[C@@H](COP(=O)(N[C@@H](CCC(=O)O)C(=O)O)O)C(=O)O,2G5
CC(C)C[C@@H](C(=O)NCCC(C)(C)C)NP(=O)(CNC(=O)OCc1ccccc1)O,2G6
CC(C)C[C@@H](C(=O)NCC(C)C)NP(=O)(CNC(=O)OCc1ccccc1)O,2G7
CCCNC(=O)[C@H](CC(C)C)NP(=O)(CNC(=O)OCc1ccccc1)O,2G8
CC[C@H](C)CNC(=O)[C@H](CC(C)C)NP(=O)(CNC(=O)OCc1ccccc1)O,2G9
Cc1c(c(n[nH]1)C)Sc2nnc(s2)SC,2GA
c1ccc(cc1)c2ccc(cc2)COP(=O)(N[C@@H](CCC(=O)O)C(=O)O)O,2GB
CC(C)C[C@@H](C(=O)NCCc1ccccc1)NP(=O)(CNC(=O)OCc2ccccc2)O,2GC
CNc1cc(nc(n1)N)c2cccc(c2Cl)Cl,2GD
c1cc(c(c(c1)Cl)Cl)c2cc(nc(n2)N)NC3CC3,2GE
C1[C@@H](O[C@@H](C1=O)COP(=O)(O)O)N2C=C(C(=NC2=O)N)Cl,2GF
CCNC(=O)c1c(c(on1)c2cc(c(cc2O)O)Cl)c3ccc(cc3)OC,2GG
CCCCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)O)O,2GH
CCC(=O)N1CCC[C@H](C1)n2c3c(c(n2)c4cn(nn4)CCc5ccccc5)c(ncn3)N,2GI
CCNC(=O)c1c(c(on1)c2cc(c(cc2O)O)C(C)C)c3ccc(cc3)CN4CCOCC4,2GJ
B(c1c(c2ccccc2s1)/C=C/C(=O)O)(O)O,2GK
C[C@@H]1[C@@H]([C@@H](C[C@@H](O1)O)O)OC(=O)C,2GL
C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)Cc4ccccc4)NC(=O)[C@@H]5C[C@@H]6c7cccc8c7c(c[nH]8)C[C@H]6N(C5)C,2GM
c1cc(ccc1CN2CCc3c(sc(c3C#N)NC(=O)c4cc(c(cc4Cl)Cl)S(=O)(=O)N5CCOCC5)C2)c6n[nH]nn6,2GN
CCC1=C(C2=Cc3c(c(c4n3[Zn]56[N]2=C1C=C7N5C8=C(C(=C(C8=C7C)O)C(=O)OC)C9=[N]6C(=C4)C(=C9CCC(=O)OC/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)C)C(=O)C)C,2GO
c1nc2c(n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)OP(=O)(O)O)N=C(NC2=O)N,2GP
c1ccc2c(c1)C=C(NC2=O)N3CCCC3,2GQ
c1ccc(cc1)C(=O)NCCOP(=O)(N[C@@H](CCC(=O)O)C(=O)O)O,2GR
CO[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1O)CO)O)O,2GS
CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)OCC#C,2GT
CC1(CC(=O)Nc2c1ccc(c2)NC(=O)c3cc(ccc3F)c4ccc5c(c4)cnc(n5)N)C,2GU
CC1([C@@H](N(C(=O)O1)c2ccc(cc2)c3cc(c(nc3)N)c4ncccn4)c5ccccc5)C,2GV
c1ccc(cc1)C2=CN(C(=O)NC2=O)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O[C@@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O,2GW
c1ccc(cc1)C(c2ccccc2)[C@@H](C(=O)O)N,2GX
CC1([C@@H](N(C(=O)O1)C2CCC(CC2)c3cc(c(nc3)N)c4ncccn4)c5ccccc5)C,2GY
CC(C)C[C@@H](C(=O)NCC(C)(C)C)NP(=O)(CNC(=O)OCc1ccccc1)O,2GZ
CC(C)CCNC(=O)[C@H](CC(C)C)NP(=O)(CNC(=O)OCc1ccccc1)O,2H0
Cc1cc(cc2c1nc(cc2)OCc3ccccc3)c4c5c(ncnc5n(n4)C(C)C)N,2H1
c1ccc(cc1)S(=O)(=O)NCC#Cc2ccc(cc2)C(=O)NCCC(F)(F)F,2H2
C1(C(C(C(C(C1O)O)O)O)O)O,2H3
c1cc(c(cc1C[C@H]2c3cc(c(cc3CCN2)O)O)O)O,2H4
C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O)O)F)O)O,2H5
c1ccc2cc(ccc2c1)C[C@H](CC(=O)NO)n3cc(nn3)CNC(=O)c4ccc(cc4)F,2H7
CCC(CC)O[C@@H]1CC(=C[C@@H]([C@H]1NC(=O)C)N)C(=O)O,2H8
c1ccc(cc1)C(=O)N[C@H](COP(=O)(N[C@@H](CCC(=O)O)C(=O)O)O)C(=O)O,2H9
C(C(=O)CO)O,2HA
c1cc(n2c(c1)nc(n2)NC(=O)C3CC3)c4ccc(cc4)CN5CCS(=O)(=O)CC5,2HB
c1ccc(c(c1)\C=C\C(=O)O)O,2HC
CCCCCCCC[P@@H](=O)OC[C@@H](COCCCC)OCCCC,2HD
C(CP(=O)(O)O)O,2HE
c1c([nH+]c([nH]1)F)C[C@@H](C(=O)O)N,2HF
C(CC(=O)O)[C@H](C(=O)O)O,2HG
Cn1c(ccn1)C(=O)Nc2cccnc2,2HH
c1cc(ccc1[C@@H]2[C@H](Oc3cc(ccc3C2=O)O)O)O,2HI
CC(C)(C)c1ccc(cc1)S(=O)(=O)NCc2ccc(cc2)C(=O)Nc3cccnc3,2HJ
COc1cc2cc-3c([nH][nH]c3c2cc1OCCN4CCCCC4)c5ccc(cc5)c6ccc(cc6)O,2HK
c1ccc(cc1)C(=O)N2CCC(CC2)Cn3cnc4c3ccc(c4)C(=O)Nc5cccnc5,2HL
CC(C)C[C@H](CC(=O)NO)C(=O)O,2HM
C1[C@H]([C@@H](C(=O)[C@H]([C@]1(C(=O)O)O)Cc2c(c(c(c(c2F)F)F)F)F)O)O,2HN
c1cc(c(cc1C(=O)N)F)F,2HO
OP(=O)(O)[O-],2HP
c1cc2c(cc1Cl)C(=O)C(=O)N2,2HQ
CCCCCC[P@@](=O)(O)OC[C@H](C)Cc1ccccc1,2HR
CCCCCC[P@@](=O)(O)OC[C@@H](C)Cc1ccccc1,2HS
Cc1cccc(c1)C#N,2HT
c1cc2c(cc[nH]2)cc1[N+](=O)[O-],2HU
CC(=O)Nc1nc(cs1)C(=O)Nc2ccccc2N3CCCCC3,2HV
c1cncc(c1N2CCC[C@@H](C2)N)NC(=O)c3c(nccn3)N,2HW
C[C@H]1CN(C[C@H]([C@@H]1O)N)c2ccncc2NC(=O)c3ccc(c(n3)c4c(cccc4F)F)F,2HX
CC1=C([C@H](NC(=O)N1c2cccc(c2)C(F)(F)F)c3ccc(cc3)C#N)C(=O)OCCO,2HY
c1cc(cc(c1)c2cccc(c2)[N+](=O)[O-])/C=C\C(=O)O,2HZ
CCC(=O)N1CC[C@@H](C1)n2cc(c(n2)c3cccc(c3)OC)c4c5cc(c(cc5ncn4)OC)OC,2I0
O[W]123(O[P@@]4(=O)[O+]5[W]6(O1)(O[P@@]7(=O)[O+]2[W]8(O3)([O+]4[W]9(O8)([O+]7[W]5(O6)(O9)(O)O)(O)O)(O)O)(O)O)O,2I2
c1csc2n1cc(n2)Cl,2I3
CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)OC(=O)CC(C)(C)C(=O)O)C)C(=O)O,2I4
CCC(=O)N1CCC[C@H](C1)n2c3c(c(n2)c4cn(nn4)c5cc(ccc5O)Br)c(ncn3)N,2I5
CCC(=O)N1CC(C1)Oc2cc3c(cc2OC)ncnc3c4c[nH]nc4c5cccc(c5)OC,2I6
Cc1cc(cc(c1)NCc2cccc(c2)CN3C[C@@H]([C@H]([C@@H]([C@H]3CO)O)O)O)c4ncccn4,2I7
CCC(=O)Nc1cc(cc(c1)C(=O)NCc2cn(nn2)c3ccccc3C)c4c5ccccc5[nH]n4,2I8
CN(C)C(=O)/C=C\CNCCOc1ccc(cc1)Oc2c3ccc(cc3sc2c4ccc(cc4)O)O,2I9
c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)I)N,2IA
Cc1ccccc1I,2IB
CN1C(=O)N(C(=O)[C@]12C[N@](C[C@H]2c3ccc(cc3)C#N)Cc4cc(cs4)C(=O)O)c5cc(cc(c5)Cl)Cl,2IC
CNc1c2c(nc(n1)I)n(cn2)[C@H]3C[C@@H]([C@]4([C@@H]3C4)COP(=O)(O)O)OP(=O)(O)O,2ID
CCC(=O)N1CCC[C@@H](C1)c2cc(c(nc2)Oc3ccc(cc3)Oc4ccccc4)C(=O)N,2IE
c1cc(cc(c1)C(=O)NCCCC(=O)NCCC[C@H](C(=O)NO)NS(=O)(=O)c2ccc(cc2)OCc3cc(cc(c3)Br)Br)C(=O)NCCCC(=O)NCCC[C@H](C(=O)NO)NS(=O)(=O)c4ccc(cc4)OCc5cc(cc(c5)Br)Br,2IF
CCc1c(c(nc(n1)N)N)c2ccc3c4ccccc4n(c3c2)CCCOC,2IG
c1cn(cn1)CCCCCCn2ccnc2,2IH
CCC(=O)N1CC[C@@H](C1)n2cc(c(n2)c3cccc(c3)OCc4ccc5c(c4)CN(C5=O)C)c6ccncc6,2II
[H]/N=C\N1CCC[C@H](C1)c2cc(c(nc2)Oc3ccc(cc3)Oc4ccccc4)C(=O)N,2IJ
Cc1cc(nc(c1)N)CCc2cccc(c2)[C@H](Cc3cc(cc(n3)N)C)N,2IK
CCCCCCCCCCC[C@H](CC(=O)O)OC(=O)CCCCCCCCCCC,2IL
C1CCNC(=N)C1,2IM
c1ccc(cc1)CS(=O)(=O)N[C@H](CO)C(=O)NCC(=O)NCc2ccc(cc2)C(=N)N,2IN
CC(C)C[C@H]1C(=O)N[C@H](C(=O)N1)CC(C)C,2IO
[C@@H]1([C@H](C([C@@H]([C@H](C1OP(=O)(O)O)O)O)OP(=O)(O)O)O)O,2IP
CCCCCCNCC(=O)O,2IQ
Cc1ccc(cc1Oc2nccc(n2)c3c(ncn3[C@@H]4CCN(C4)CCN(C)C)c5ccc(cc5)C(F)(F)F)C(C)C,2IR
[H]/N=C(/CCC(=O)O)\C(=O)O,2IT
c1ccc2c(c1)cc(o2)C3=CN(C(=O)NC3=O)[C@H]4C[C@@H]([C@H](O4)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,2IU
c1cc2c(c(c1)F)c(c[nH]2)C[C@H]3C(=O)N4CCC[C@H]4C(=O)N3,2IV
Cc1ccnc2c1cccc2NC(=O)c3ccc(cc3)N4C(=O)[C@H]5[C@@H]6C[C@H]([C@H]5C4=O)C=C6,2IW
CN(CC(=O)N1CCN(CC1)c2nc(nc(n2)N3CCOCC3)c4cnc(nc4C(F)F)N)C(=O)C5CCN(CC5)C(=O)C=C,2IX
CSc1c(c(n[nH]1)c2ccc(cc2)Cl)C#N,2IY
Cc1cccc2c1nc3c(n2)C4=CC=C[N]5=C4C6=C3C=CC=[N]6[Ru+2]578([N]9=CC=Nc1c9c2c(cc1)N=CC=[N]72)[N]1=CC=Nc2c1c1c(cc2)N=CC=[N]81,2J0
c1c2c(cc(c1Cl)C(=O)O)[nH]c3c2CCCC3,2J1
c1cc2c(cc1Cl)c3c([nH]2)[C@@H](CCC3)C(=O)O,2J2
C[C@H](CO)OC[C@@H](C)OC[C@@H](C)O,2J3
C([C@@H]1[C@H]([C@@H]([C@@H]2[C@H](O1)SC(=N2)N)O)O)O,2J4
Cc1cccnc1NCc2ccccc2O,2J5
c1cc(c(nc1)NCc2ccc(cc2O)F)c3ncccn3,2J6
c1ccc(c(c1)CNc2cc(ncn2)NCc3ccccc3O)O,2J7
CC(C)[C@H]1c2nc(c[se]2)C(=O)N[C@H](c3nc(c[se]3)C(=O)N[C@H](c4nc(c[se]4)C(=O)N1)C(C)C)C(C)C,2J8
c1cc2c(cc1F)S(=O)(=O)NCN2C3CC3,2J9
C/C(=C\CCP(=O)(O)OP(=O)(O)O)/CO,2JA
CCNCC(=O)O,2JC
CC(C)(COP(=O)(O)O)[C@H](C(=O)O)O,2JD
c1c(nc[nH]1)C(=O)SCCN,2JE
CC(C)C[C@@H](C(=O)NCCCC(=O)OC[C@@H](C=O)N)O,2JF
CCCCCC(=O)OC[C@@H](C=O)N,2JG
C1CC(C1)C[C@@H](C(=O)O)N,2JH
CCc1ccc2c(c1)c(c([nH]2)C)CC(=O)O,2JI
C(C[C@H](C(=O)O)N)CP(=O)(O)O,2JJ
Cc1cc(c2c(c1)nc(cc2O)C(=O)O)C,2JK
c1ccc2c(c1)ccc3c2ccc(c3)C(=O)N4CCN[C@H]([C@H]4C(=O)O)C(=O)O,2JL
c1cc(c(c(c1)Br)O)c2c(c(c([nH]2)Br)Br)Br,2JM
CCCC[C@](C)(C(=O)O)N,2JN
c1ccc2cnc(cc2c1)NC(=O)CCC(=O)O,2JP
Cc1cccc(n1)NC(=O)c2ccc(cc2C(=O)O)C(F)(F)F,2JQ
c1cc2c(cc[nH]2)cc1c3ncc(s3)C4(CCCCC4)N5CCCC5,2JR
CCCCCCCCCCCCCCCCCC(=O)OC(CO)CO,2JT
c1ccc2c(c1)cccc2CNC(=O)C3=CN(C(=O)NC3=O)[C@H]4C[C@@H]([C@H](O4)COP(=O)(O)O)O,2JU
c1cc2ccc(c3c2c4c1ccc(c4cc3)N)NC5=Nc6c(ncn6[C@H]7C[C@@H]([C@H](O7)COP(O)(O)O)O)C(=O)N5,2JV
CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]3[C@H](O2)CO[C@@](O3)(c4ccc(cc4)[N+](=O)[O-])P(=O)(O)O,2JW
c1ccc2c(c1)OC[C@H](O2)C3=NNC(=S)N3,2JX
c1cc(c(c(c1)Cl)Cl)OCc2ccc(o2)C(=O)O,2JY
COc1ccc(cc1OC)Nc2nc(nc(n2)Nc3ccc4c(c3)cccn4)NCCc5ccccc5F,2JZ
c1cc(c(cc1CO)C(=O)c2c[nH]c3c2cc(cn3)c4cnn(c4)C5CCNCC5)Cl,2K0
Cc1ccc(o1)C(=O)O,2K1
C[C@@]12[C@@H]([C@@H](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)NC8)N(C)C(=O)c9ccccc9)OC,2K2
CC(C)CC(=O)CC(=O)O,2K3
c1cc2cn[nH]c2cc1O,2K4
Cc1cc(on1)CNc2nccc(n2)Nc3cc([nH]n3)CCc4cc(cc(c4)OC)OC,2K5
CC(=O)C[C@@H](CC#N)c1ccc(cc1)OC,2K6
Cc1cc(on1)CNc2nccc(n2)Nc3cc(n[nH]3)CCc4ccc(c(c4)OC)OC,2K7
C1[C@@H](NC2=C(N1)N=C(NC2=O)N)C(=O)O,2K8
c1ccc(cc1)c2cccc3c2C=C4C3=NC(=O)c5n4ccn5,2K9
c1c(c2c([nH]1)N=C(NC2=O)N)C(=O)O,2KA
C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H]([C@@H]([C@@H](C3=C)O)OCCCC#N)O)C,2KB
CC1(CCN(CC1)Cc2ccn3c2c(ncn3)Nc4cc(cc(c4)Br)O)N,2KC
COC(=O)[C@H](Cc1ccc(cc1)O)NC(=O)c2cc(c3cc(ccc3n2)c4cccc(c4)Cl)C(=O)O,2KD
CCOc1cc(ccc1OC(C)C)[C@H](C(=O)NCc2cccc(c2)S(=O)(=O)N)Nc3ccc4c(c3)ccnc4N,2KE
CCOc1cc(ccc1OC(C)C)[C@H](C(=O)NCc2ccccc2S(=O)(=O)C(C)C)Nc3ccc4c(c3)ccnc4N,2KF
CC1([C@@H](N(C1=O)c2cccc(c2)S(=O)(=O)C)c3ccccc3OC)C,2KG
C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(NP(=O)(O)OP(=O)(O)O)O)O)O,2KH
[H]/N=C(\NCCC[C@@H](C(=O)O)N)/NOCC,2KJ
c1cc(ccc1C(=O)NCCCC[C@@H](C(=O)O)N)F,2KK
CCNC(=O)c1cc2c(nc(nc2s1)N)c3cc(c(cc3Cl)Cl)OCCN4CCCC4,2KL
[C@H]1([C@H]([C@H]([C@@H]([C@H]([C@@H]1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O)O,2KM
CCNC(=O)c1cc(cc(c1)C(=O)NCC)C(=O)NCC,2KN
CCN(CC)c1ccc2c(c1)Oc3cc(ccc3C2c4ccccc4C(=O)OCCOCCOCCOCCn5cc(nn5)CO[C@@H]6[C@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)N(CC)CC,2KO
c1cc(ccc1C(=O)NCCCC[C@@H](C(=O)O)N)Br,2KP
C[C@](CC(=O)O)(O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)n2cnc3c2ncnc3N)O)OP(=O)(O)O)O,2KQ
Cc1ccc(nc1)Nc2ccc(cc2)n3c4c(cccn4)nc3OC,2KR
c1ccc(cc1)/C=C/COC2CCC(CC2)(CN)c3ccccc3,2KS
CCC(=O)C(=O)O,2KT
COCCCNc1c2c([nH]cn2)ncn1,2KU
c1cc(cc(c1)Cl)C2(CCC(CC2)N3CCCCC3=O)CN,2KV
CN1C(=NNC1=O)CN2C=CC(=C(C2=O)Oc3cc(cc(c3)Cl)C#N)C(F)(F)F,2KW
c1ccc2c(c1)cc(c(n2)CCCCC[C@@H]3CCC[C@H]3OC(=O)O)O,2KX
C1CCC(C1)[C@@H](C(=O)O)N,2KY
C(=C(\C(=O)O)/N)\C(=O)O,2KZ
C[C@H](CO)[C@@H]([C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)O,2L0
Cc1c([nH]cn1)CN2CCc3ccccc3C2,2L1
Cc1c([nH]cn1)CN2CCc3cccc(c3C2)N,2L2
C[C@]1(CC(=O)c2ccccc2C1=O)S(=O)(=O)O,2L3
C(C(C(C(CO)O)O)O)NC1=C(C(=O)NC(=O)N1)/N=C/C=O,2L4
c1ccc(c(c1)C[C@@H](C(=O)O)N)Cl,2L5
C1C[C@]2(C=C[C@@H]3CC[C@H](N3C2=O)C(=O)O)NC1,2L6
CC(C)(C(=O)Nc1ccc(cc1)C[C@@H](C(=O)O)N)Br,2L7
CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)Cn3cc(nn3)CO[C@H]4C[C@@H](O[C@@H]4COP(=O)(O)O)N5C=C(C(=O)NC5=O)C)O,2L8
C1CN[C@H]2[C@H]1C=C[C@H]3C=C[C@H](N3C2=O)C(=O)O,2L9
c1c(c2c(n1[C@H]3C[C@@H]([C@H](O3)COP(=O)(O)O)O)N=C(NC2=O)N)CN,2LA
C[C@@]1(CC(=O)c2ccccc2C1=O)S(=O)(=O)O,2LB
Cc1cn(c2c1C(=O)CC(C2)(C)C)c3cc(c(c(c3)F)C(=O)N)N[C@H]4CCOC4,2LC
c1ccc(cc1)CCC2=CNC(=O)C(=C2)O,2LD
CCCCC[C@H]1CC[C@@H](O1)O,2LE
C1[C@@H]([C@H]2[C@H](c3nc4c(n3[C@@H]1O2)N=C(NC4=O)N)OP(=O)(O)O)O,2LF
CCN(CC)S(=O)(=O)c1ccc(c(c1)C(=O)Nc2c(c3c(s2)CCC3)C#N)Cl,2LG
CC(=O)N[C@@H](Cc1cc(cc(c1)F)F)[C@@H](CN[C@]2(CCc3c(cn[nH]3)C2)c4cccc(c4)C(C)(C)C)O,2LI
CC/C=N/C1=C(NC(=O)NC1=O)NC[C@@H]([C@@H]([C@@H](CO)O)O)O,2LJ
Cc1c(c(on1)C)c2ccc3c(c2)ncn3Cc4ccc(cc4)Cl,2LK
Cc1c(c(on1)C)c2ccc3c(c2)nc(n3CCN4CCOCC4)CCc5ccccc5,2LL
Cc1c(c(c(cn1)COP(=O)(O)O)C/N=C(\CCSC)/C(=O)O)O,2LM
CCC(=O)N1CCOc2c(cc(cc2OC[C@@H]3CCCN(C3)C)c4ccc(c(c4)OC)OC)C1,2LN
Cc1c(c(on1)C)c2ccc3c(c2)nc(n3C[C@H](C)N4CCOCC4)CCc5ccc(c(c5)Cl)OC,2LO
C=CCc1ccccc1O,2LP
c1cc(ccc1C[C@@H](C(=O)O)N)NC(=O)[C@@H]2CCC/C=C/CC2,2LQ
CC(C)C[C@@H]([C@H]([C@]1(CO1)C)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc2ccccc2,2LR
CC(C)C[C@@H]([C@H]([C@]1(CO1)C)O)N,2LS
c1c(cc(c(c1Cl)O)Cl)C[C@@H](C(=O)O)N,2LT
CC(C)C[C@@H](C)N,2LU
CC(C)C[C@@H]([C@@H](C(=O)Nc1ccccc1)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc2ccccc2,2LV
CC(=O)N1CCc2c(c3cc(ccc3[nH]2)Cl)C1,2LW
CNC(=O)c1ccccc1OC2CCOCC2,2LX
CNC(=O)c1c2c(cs1)OCCO2,2LY
c1cc2c(cc1F)c(c[nH]2)CC(=O)O,2LZ
CC(C)C[C@@H](CCS(=O)(=O)C)N,2M0
CC(C)C[C@@H](CCS(=O)(=O)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,2M1
Cc1cc(on1)CNc2nccc(n2)Nc3cc([nH]n3)CCc4ccccc4,2M2
Cc1c(c2cccnc2[nH]1)[C@@H]3CCN(C3)C(=O)C4(CC4)c5ccccn5,2M3
C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O)O[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O,2M4
C[C@@H]([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OC)O)O)O)O,2M5
C[C@H]1[C@H]([C@H]([C@@H](N1)C#Cc2ccccc2)O)O,2M7
C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H](CO)C(=O)O)O)O)O)O,2M8
COc1cc(c2ccc3c(cc(c4c3c2c1cc4)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O,2M9
Cc1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,2MA
CC=C(C)C,2MB
CC(=C)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)CO[P@](=O)(O)O[P@](=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)n2cnc3c2ncnc3N)O)OP(=O)(O)O)O,2MC
c1nc2c(n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@@H]4[C@@H]([C@@H]([C@H]5[C@@H](O4)NC6=C(N5)C(=O)NC(=N6)N)S)S)O)O)N=C(NC2=O)N,2MD
CCOC,2ME
CNC1=Nc2c(ncn2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)C(=O)N1,2MG
CC1CCC(CC1)N,2MH
Cc1cc2ccccc2[nH]1,2MI
CC(C)C[C@@H]([C@H](CO)O)N,2MJ
CC(C)C[C@@H]([C@H](CO)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,2MK
CC(C)C[C@@](C)(C(=O)O)N,2ML
CN(C)[C@@H](CCSC)C(=O)O,2MM
Cc1ncc(n1CCO)[N+](=O)[O-],2MN
O=[Mo]=O,2MO
Cc1ccc(cc1C)O,2MP
CNc1[nH]c2c(n1)cc3c(c2CCN)N=C(NC3=O)N,2MQ
CN/C(=N/C)/NCCC[C@@H](C(=O)O)N,2MR
CC1(N[C@@H](CS1)C(=O)O)C,2MT
CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)OC,2MU
C[C@H]1[C@@H](C/C(=C/C=C/2\CCC[C@]3([C@H]2CC[C@@H]3[C@@]4(C[C@@H](CO4)CC(C)(C)O)C)C)/C(=C)[C@H]1O)O,2MV
CN(Cc1cnc2c(n1)c(nc(n2)N)N)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)NCCCCCCCCCNC(=O)CC[C@@H](C(=O)O)NC(=O)c4ccc(cc4)N(C)Cc5cnc6c(n5)c(nc(n6)N)N)C(=O)O,2MX
Cc1cccc(c1O)C,2MY
Cc1[nH]ccn1,2MZ
CCc1cc2c(n1Cc3ccccc3)CCCC2=O,2N0
c1cc(c(cc1NC(=S)NCCCCCC(=O)O)C(=O)O)C2c3ccc(cc3Oc4c2ccc(c4)O)O,2N2
CC(C)Oc1cc2c(cc1NS(=O)(=O)C)oc(c2C(=O)NC)c3ccc(cc3)F,2N5
Cc1ccc(c(c1)C)c2c3c(c[nH]c3nc(n2)SC)C#N,2N6
CN1C[C@H]2CC[C@@H](C1)N2C(=O)[C@]34C[C@H]3c5cc(ccc5-c6c(c7ccc(cc7n6C4)C(=O)NS(=O)(=O)N(C)C)C8CCCCC8)OC,2N7
CS(=O)(=O)c1ccc(cc1Cl)[C@@H](C[C@H]2CCC(=O)C2)C(=O)Nc3cnccn3,2N8
CCOC(=O)c1cnc2ccccc2c1N,2N9
c1ccc2cc(ccc2c1)CO,2NA
c1ccc2c(c1)c(c(cn2)[N+](=O)[O-])N,2NB
CCCC[C@@H](CN[C@@H](CCCC)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H]([C@@H](C)O)NC(=O)C,2NC
c1nc2c(n1[C@H]3C[C@@H]([C@H](O3)CO)O)N=CNC2=O,2ND
