smiles,ligand_id
C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[P@@](=O)(O)O[P@@](=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)n3cnc4c3N=C(NC4=O)N)O)O)O)O)O,GDR
C(CC(=O)N[C@@H](CSSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,GDS
CCCCCCC\C=C\C=C\C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]1C[C@H](CCNC(=O)C=C[C@@H](NC1=O)C)O,GDT
C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO[P@@](=O)(O)O[P@@](=O)(O)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)O,GDU
CC(=O)N[C@H]1c2[nH]c(c[n+]2[C@@H]([C@H]([C@@H]1O)O)CO)C(=O)Nc3ccccc3,GDV
CCN(CC)CCn1c2c(c3c1-c4ccccc4C3=O)C(=O)CCC2,GDW
c1nc2c(n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@@](=O)(O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)O)N=C(NC2=O)N,GDX
c1cc(sc1)CCOc2ccc(cc2)C=C3C(=O)NC(=O)S3,GDY
Cc1cn2cc(cc(c2n1)F)C3=CC(=O)N4C=C(C=CC4=N3)N5CCN(CC5)C,GDZ
CCCCCCCCCCCCCCCC(=O)CSCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)n2cnc3c2ncnc3N)O)OP(=O)(O)O)O,GE0
C1C[C@H]([C@H](O[C@@H]1CN)O)N,GE1
C1[C@H](CC(C[C@H]1N)O)N,GE2
C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O)O,GE3
COc1ccc(c(c1)CCC(=O)Nc2cc(ccn2)c3c(nc(s3)/N=N/c4ccccc4)c5ccc(cc5)F)OC,GE5
C1=C(N=C(C(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)C(=O)N)F,GE6
Cc1ccc(cc1)c2c3ccccc3nc(c2[C@@H](C(=O)O)OC(C)(C)C)C,GE7
CC(C)(C(=O)NCCCS)Oc1ccc(cc1)Cl,GE8
c1c(cc(c(c1C(=O)N)I)I)I,GE9
C1CN(CCN1CCC=O)CCC=O,GEB
COc1cc(ccc1O)[C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)c4ccc(c(c4)OC)O,GEC
CCN1CCN(CC1)CCC(=O)Nc2ccc(cc2)S(=O)(=O)N(CC(=O)N)c3ccc(c4c3cccc4)N(CC(=O)N)S(=O)(=O)c5ccc(cc5)OC,GED
CCOC(=O)CN,GEE
COc1cc(ccc1O)[C@H]2[C@@H]3CO[C@H]([C@@H]3CO2)c4ccc(c(c4)OC)O,GEF
C\C=C(/CCC(=O)O)\N,GEG
CC(C)(C(=O)NCCS)Oc1ccc(cc1)Cl,GEH
Cc1c(c(c(c(n1)C)[C@@H](C(=O)O)OC(C)(C)C)N2CCC(CC2)(C)C)c3ccc(cc3)OCCc4ccc(cc4)F,GEI
CCc1c(c([nH]c1c2csc(n2)N3CCNC[C@@H]3C(=O)NCCc4ccno4)C)C(=O)C,GEJ
c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)C[S@+](CC[C@@H](C(=O)[O-])[NH3+])CC(=O)[O-])O)O)N,GEK
CCCCCCCCOCC(CO[P@](=O)(O)OCCN)O[P@](=O)(CCCCCCC)O,GEL
C(CS[C@@H](CC(=O)O)C(=O)O)NC(=N)N,GEM
c1cc(ccc1C2=COc3cc(cc(c3C2=O)O)O)O,GEN
C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F,GEO
C[N+]1(CCCCC1)CCc2ccc(cc2)NC(=O)CCCC(=O)O,GEP
c1ccc2c(c1)-c3ccccc3C2N4CCN(CC4)C(=O)c5ccc6c(c5)cc[nH]6,GEQ
C\C=C(/C)\CC\C=C(/C)\CC\C=C(/C)\CCC=C(C)C,GER
CC(C)C[C@@H](C(=O)N(C)N(C)C#N)NC(=O)c1cc(nn1C)C(C)(C)C,GES
C[C@H]([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O[C@@H]3[C@@H]([C@H]([C@@](CO3)(C)O)NC)O)N)N)N)O)O)O,GET
Cc1c(ccc2c1C(=O)N(C(=O)N2C)c3cccc(c3)Cl)C(=O)C4=C(NN(C4=O)C)C,GEU
Cc1c(nc(o1)c2ccccc2)CCC(=O)c3ccc(cc3)C=C4C(=O)NC(=O)S4,GEV
Cn1c(c(nc1/N=N/c2ccc(cc2)F)c3ccc(cc3)F)c4ccnc(c4)NC(=O)CCc5cc(ccc5OC)OC,GEW
CSc1ccccc1N2CCNCC2,GEX
CCCCCCCCC/C=C\C(=O)O,GEY
Cc1c(n[nH]c1Nc2ccnc3c2cc(c(c3)OC)S(=O)(=O)C(C)(C)C)C,GEZ
c1nc2c(n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)F)N=C(NC2=O)N,GF0
C[C@@H](C(=O)O)N1C(=O)[C@H]2[C@H]3CC[C@H](C3)[C@H]2C1=O,GF1
c1nc2c(n1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)F)N=C(NC2=O)N,GF2
c1ccc2c(c1)COC23CCNCC3,GF3
CCC1=C(NN(C1=O)c2[nH]nnn2)C,GF4
C(CC(=O)N[C@@H](CSCCS(=O)(=O)F)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,GF5
c1cc(cc(c1)NC(=O)N)C(F)(F)F,GF6
CC(=O)c1ccc(cc1)N2C[C@H](CC2=O)C(=O)O,GF7
c1cc(c(cc1CC(=O)NCCS)Cl)Cl,GF8
CCCC1=Nc2nc(nn2C(=O)C1)CNc3ccc(cc3)Cl,GF9
c1ccc(cc1)C(=O)c2cc(ccc2OCC(=O)Nc3ccccc3)Cl,GFA
C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)n3cnc4c3N=C(NC4=O)N)O)O)O)O)O,GFB
c1nc2c(n1[C@H]3C[C@@H]([C@H](O3)CO[P@](=O)(O)O[P@](=O)([C@](F)(P(=O)(O)O)Cl)O)O)N=C(NC2=O)N,GFC
COc1ccc(cc1)S(=O)(=O)N(CC(=O)N)c2ccc(c3c2cccc3)N(CC(=O)N)S(=O)(=O)c4ccc(cc4)N,GFD
CC1(N=C(N=C(N1c2ccc(c(c2)Cl)Cl)N)N)C,GFE
c1nc2c(n1[C@H]3C[C@@H]([C@H](O3)CO[P@@](=O)(O)O[P@](=O)(C(F)(F)P(=O)(O)O)O)O)N=C(NC2=O)N,GFF
c1nc2c(n1[C@H]3C[C@@H]([C@H](O3)CO[P@@](=O)(O)O[P@@](=O)([C@H](F)P(=O)(O)O)O)O)N=C(NC2=O)N,GFH
Cc1cc(ccc1OCCCc2cc(no2)C(=O)N(C)C)c3nc(on3)C(F)(F)F,GFI
Cc1nc2c(cc(cc2n1c3ccnc4c3c(ccc4F)F)c5ccnc(c5F)N)c6[nH]cnn6,GFJ
COc1ccc2c(c1)sc(n2)c3nc(on3)C4CCN(CC4)C(=O)CCC(F)(F)F,GFK
c1nc2c(n1[C@H]3[C@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)F)N=C(NC2=O)N,GFL
C[C@](F)([P@](=O)(O)O[P@@](=O)(O)OC[C@@H]1[C@H](C[C@@H](O1)n2cnc3c2N=C(NC3=O)N)O)P(=O)(O)O,GFM
C[C@H]1CN(CCN1)c2c(cc3c(c2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,GFN
CC(C)(C)c1ccc(cc1)c2nc3n(n2)C(=O)CC(=N3)CNc4ccc5ccccc5n4,GFO
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)F)O)O)O,GFP
CC(C)CCCc1nc(cs1)c2ccc(cc2)C(=O)NCCC(F)(F)F,GFQ
COc1cc(ccc1O)C[C@@H]2CO[C@H]([C@@H]2CO)c3ccc(c(c3)OC)O,GFR
c1ccc2c(c1)c(cs2)[C@@H]3[C@H](c4ccccc4S3)C(=O)c5ccccc5C(=O)O,GFS
C[P@](=O)(OC[C@@H](C(=O)O)N)OC1CCCCC1,GFT
COc1cc(ccc1O)C[C@H]2CO[C@@H]([C@H]2CO)c3ccc(c(c3)OC)O,GFU
C[C@@H](c1ccc(nc1)CCOc2ccc(cc2)C[C@H]3C(=O)NC(=O)S3)O,GFV
CCOC(=O)Cc1nc(cs1)c2ccc(cc2)S(=O)(=O)NCCC(C)C,GFW
CC1(C(=C(C(N1O)(C)C)F)C(=O)OC)C,GFX
CC(C)N1CCC2(CC1)CC(=O)c3cc(ccc3O2)c4ccc(cc4)C(=O)Nc5ccccc5,GFZ
C(C(=O)NCC(=O)O)N,GG0
CN1c2ccc(cc2C(=O)N(C1=O)Cc3ccc(cc3)C(=O)O)C#CCc4ccccc4,GG1
COc1ccc(cc1)n2c3c(c(n2)C(=O)N)CCN(C3=O)c4ccc(cc4)N5CCCCC5=O,GG2
C[N@](CCCCc1ccccc1)CCC(O)(P(=O)(O)O)P(=O)(O)O,GG3
CCC[C@@H]([C@H](C(=O)NC1CC1)O)NC(=O)[C@@H]2C[C@@H]3CCCC[C@@H]3N2C(=O)[C@H](C(C)(C)C)NC(=O)[C@H](C4CCCCC4)NC(=O)C5C=C(C=N5)[N+](=O)[O-],GG4
c1cc(ccc1c2c(c[nH]n2)c3ccncc3)F,GG5
C[C@@H]([C@@H](O)P(=O)(O)O)O,GG6
C[C@H](N)P(=O)(O)O,GG7
c1ccc(cc1)S(=O)(=O)NCCC(F)(F)F,GG8
C1[C@H]([C@@H]([C@@H](C=C1C(=O)O)OP(=O)(O)O)O)O[C@](C(F)F)(C(=O)O)OP(=O)(O)O,GG9
C[C@H](C(=O)NC[P@@](=O)(CCCCNCCCCN)OP(=O)(O)O)NC(=O)CC[C@H](C(=O)O)N,GGA
[H]/N=C(\N)/NOCC[C@@H](C(=O)O)N,GGB
c1ccc2c(c1)cccc2CSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N,GGC
CCCCCCCCC=CCCCCCCCCC(=O)OC(CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)COC(=O)CCCCCCCC=CCCCCCCCC,GGD
COc1ccccc1O[C@H](CO)[C@H](c2ccc(c(c2)OC)O)O,GGE
c1nc2c(n1[C@H]3[C@@H]([C@H]4[C@H](O3)COP(=O)(O[C@@H]5[C@@H](COP(=O)(O4)O)O[C@H]([C@@H]5F)n6cnc7c6N=C(NC7=O)N)O)F)N=C(NC2=O)N,GGF
C(C(=O)NCC(=O)NCC(=O)O)N,GGG
c1nc2c(n1[C@H]3C[C@@H]([C@H](O3)CO[P@@](=O)(O)O[P@@](=O)(CP(=O)(O)O)O)O)N=C(NC2=O)N,GGH
c1ccc(cc1)S(=O)(=O)N[C@@H]2Cc3ccc(cc3)NC(=O)CN4CCN(CCC(=O)Nc5ccc(cc5)C[C@H](NC2=O)C(=O)NCc6ccc(cc6)CN)CC4,GGI
COc1ccc(cc1)c2c(c([nH]n2)N)c3cccc(c3)c4cccc(c4)N,GGJ
CS(=O)(=O)NCC#Cc1ccc(cc1)S(=O)(=O)NCCC(F)(F)F,GGK
C(CC(=O)O)[C@@H](C(=O)O)N,GGL
CNc1ccccc1C(=O)O[C@@H]2[C@H](O[C@H]([C@@H]2O)n3cnc4c3N=C(NC4=O)N)CO[P@](=O)(O)O[P@](=O)(NP(=O)(O)O)O,GGM
CCCc1cc(ccn1)c2nc(cs2)c3ccc(cc3)C(=O)NCCC(F)(F)F,GGN
c1cc2c(cc1CCN3C[C@@H]([C@H](CC3=O)c4cc(c(cc4F)F)F)N)OCO2,GGO
c1c(cc(c(c1O)O)O)C(=O)OC[C@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)OC(=O)c3cc(c(c(c3)O)O)O)OC(=O)c4cc(c(c(c4)O)O)O)OC(=O)c5cc(c(c(c5)O)O)O)OC(=O)c6cc(c(c(c6)O)O)O,GGP
Cc1c(c(c([nH]1)c2csc(n2)N3CCNCC3)CCC(F)(F)F)C(=O)C,GGQ
CC(=CCC/C(=C/CCC(=CCCC(=CCS[P@@](=O)(O)OP(=O)(O)O)C)C)/C)C,GGS
Cc1cc2c(c(c3c(c2OC)[C@H](C[C@@H](C3=O)O)O[C@H]4C[C@@]([C@@H]([C@@H](O4)C)OC(=O)C)(C)O)O)c5c1[C@H]6[C@H]7[C@@](O5)([C@@]8(CO8)[C@@](O6)(O7)C(OC)OC)O[C@H]9C[C@H]([C@]([C@@H](O9)C)(C(=O)C)O)O,GGT
c1ccc(cc1)c2cc(nnc2N)c3ccccc3O,GGU
CC(C)(C)[C@@H](C(=O)N[C@H](Cc1ccc(cc1)c2ccccn2)C[C@@H]([C@H](Cc3ccccc3)NC(=O)[C@H](C(C)(C)C)N4C=CN(C4=O)Cc5cccc(n5)C(C)(C)O)O)NC(=O)OC,GGV
CC(C)(C)[C@@H](C(=O)N[C@@H](Cc1ccc(cc1)c2ccccn2)C[C@@H]([C@H](Cc3ccccc3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC,GGW
Cc1cccc(n1)CN2C=CN(C2=O)[C@H](C(=O)N[C@@H](Cc3ccccc3)[C@H](C[C@@H](Cc4ccc(cc4)c5ccccn5)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)C(C)(C)C,GGX
C[C@H](/C=C\C(F)(F)F)Oc1cc(ccc1C(=O)N)c2cc(cnc2N)c3cc(cs3)CN(C)C,GGY
c1nc(c2c(n1)n(cn2)[C@H]3[C@H]4[C@@H]([C@H](O3)CO[P@@](=O)(O)OS(=O)(=O)O)O[P@@](=O)(O4)O)N,GGZ
C(COS(=O)(=O)O)N,GH0
COc1cccc(c1)C(=O)COc2ccc(cc2)CC3C(=O)NC(=O)S3,GH1
CCOC(=O)Cc1nc(cs1)c2ccc(cc2)C(=O)NCCC(F)(F)F,GH2
c1nc2c(n1[C@H]3[C@@H](C[C@H](O3)CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O)N=C(NC2=O)N,GH3
[H]/N=C/c1ncc(c(n1)N(CCOc2ccccc2)Cc3ccc4c(c3)OCO4)F,GH4
c1ccc(cc1)c2nc(on2)C3CCN(CC3)C(=O)CCC(F)(F)F,GH5
c1ccc(cc1)COc2ccc(c(c2Cl)Nc3c(cccn3)C(=O)O)Cl,GH6
C1CO[C@@H]2[C@H]1[C@H](NO2)C(=O)O,GH7
CC(C)N1CCC2(CC1)CC(=O)c3cc(ccc3O2)c4ccc(cc4)C(=O)NCc5ccccc5,GH8
CC(=C)[C@@H]1CC[C@@]2([C@H](C1)O2)C,GH9
C1C([C@@H]([C@H]([N@@]1CC(C(CO)OS([O-])([O-])[O-])O)CO)O)O,GHA
CC(C)Cc1cn(nn1)c2ccc(cc2)C(=O)NCCC(F)(F)F,GHB
CCc1c(c2c(s1)N=C(NC2=O)N)Sc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,GHC
CC(=O)N[C@H]1[C@H](C[C@@](O[C@@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)O[C@@H]([C@@H](CO)O)[C@@H]([C@H](C=O)O)O)O)O)O)O,GHD
C1C[C@@H](N(C1)C(=O)CCCCC(=O)N2CCC[C@@H]2C(=O)O)C(=O)O,GHE
C[C@@H](c1cc(c(c(c1)NC(=O)c2cc(n3c2cc(cc3)OC)C(=O)C)F)c4cnn(c4)C5CC5)O,GHF
C([C@@H](C(=O)O)N)[C@@H](C(=O)N)O,GHG
CC(=C)[C@H]1CC[C@]2([C@@H](C1)O2)C,GHI
C[C@H](C[C@@H]([C@H](CC(C)C)NC(=O)[C@H](CSC)NC(=O)[C@H]1[C@H]2CCO[C@H]2ON1)O)C(=O)N[C@@H](C(C)C)C(=O)NCC(C)C,GHJ
c1ccc(cc1)S(=O)(=O)NCC#Cc2ccc(cc2)S(=O)(=O)N,GHK
CCc1c(c([nH]c1c2csc(n2)N3CCNC[C@@H]3C(=O)NCC(C)(C)C)C)C(=O)C,GHL
c1cc(c(cc1C(=O)O)C(=O)O)C(=O)O,GHM
CCOC(=O)Cc1nc(cs1)c2ccc(cc2)S(=O)(=O)NCCC(F)(F)F,GHN
C[C@H](O)S(=O)(=O)O,GHO
c1cc(ccc1[C@H](C(=O)O)N)O,GHP
c1ccc(cc1)C(=O)NCCC(F)(F)F,GHQ
c1cc(ccc1NC(=O)O/N=C\2/[C@@H]([C@H]([C@@H]([C@H](N2)CO)O)O)O)Cl,GHR
[H]/N=C(\N)/NCCCCCC(=O)O,GHS
CN1CCc2cc(c(c3c2c1cc4c3cc(c(c4)O)OC)OC)O,GHT
CCc1c(c(nc(n1)N)N)OCCCOc2ccccc2CCC(=O)OCC,GHU
CN(C)c1ccc(cc1)/C=C/C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C[C@@H]3CCNC3=O)CO,GHV
Cc1c(c2c(s1)N=C(NC2=O)N)Sc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,GHW
c1ccc(cc1)C[C@@H](C(=O)N[C@@H](C[C@@H]2CCNC2=O)CO)NC(=O)OCc3ccccc3,GHX
CC(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)CO,GHY
CC(C)COC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)CO,GHZ
Cc1c[nH]nc1CN2CCN(CC2)c3nc(cs3)c4c5c(c([nH]4)C)C(=O)CCC5,GI0
CO[C@@H](c1c[n+]2c([nH]1)[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O)O,GI1
COC(=O)Cc1c[n+]2c([nH]1)[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O,GI2
c1c([nH]c2[n+]1[C@@H]([C@H]([C@@H]([C@H]2O)O)O)CO)C(=O)O,GI3
c1c([nH]c2[n+]1[C@@H]([C@H]([C@@H]([C@H]2O)O)O)CO)CC(=O)O,GI4
CC(=O)n1cc(c2c1cccc2)C(=O)Nc3cc(cc(c3)C(=O)O)CO[C@H]4CCCCO4,GI5
CCc1c(c(nc(n1)N)N)OCCCOc2ccccc2C[C@H](C)C(=O)N,GI6
[H]/N=C(/N)\Nc1ccc(cc1)N2CCN(CC2)C(=O)C,GI7
Cc1c2c(n[nH]1)OC(=C([C@@]2(c3cc(cc(c3)c4ccc(s4)COC)C#N)C(C)C)C#N)N,GI8
C[C@@H](c1c[nH]c2c1cccc2)[C@H](C(=O)N[C@@H](CCCCN)C(=O)OC(C)(C)C)NC(=O)N3CCC(CC3)N4c5ccccc5NC4=O,GI9
c1ccc2cc(ccc2c1)C(=O)N[C@H](Cc3cccc(c3)F)C(=O)O,GIA
c1ccc2c(c1)c(c[nH]2)CC(=O)N(CCN)CC(=O)O,GIC
c1cc2c(cc1N(=O)=O)cc([nH]2)C(=O)O,GID
CCc1c(c([nH]c1c2csc(n2)N3CCNCC3)C)C(=O)C,GIE
C1[C@@H]([C@@H]([C@@H](CN1)O)O)CO,GIF
COC(=O)Nc1[nH]c2ccc(cc2n1)Oc3ccc(cc3)NC(=O)Nc4cc(ccc4F)C(F)(F)F,GIG
COP(=O)(c1cnc(nc1c2c[nH]c3c2cc(cn3)F)N[C@@H]4[C@H](C5CCC4CC5)C(=O)O)OC,GIH
c1cc(c(cc1N=[N+]=[N-])[N+](=O)[O-])NCCCCCCN2C[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O,GII
CCc1c(c([nH]c1c2csc(n2)N3CCNC[C@@H]3C(=O)NCCC(F)(F)F)C)C(=O)C,GIJ
Cc1c2c(cc(cc2OC3CCC(CC3)NC(=O)C)c4ccncc4Cl)[nH]n1,GIK
[H]/N=C(\c1cccc(c1)Oc2c(c(c(c(n2)Oc3ccc(cc3C(=O)O)C(=O)NCC(C)C)F)N(C(C)C)C(C)C)F)/N,GIL
c1c[n+]2c([nH]1)[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O,GIM
CCCc1ccc(cc1C(F)(F)F)NC(=O)c2ccccc2NCC3=CNC(=O)C=C3,GIN
C1C[C@H]2C(=O)NCC(=O)N2C1,GIO
c1cc(ccc1N(C(O)SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)O)I,GIP
Cn1c2ccc3c(c2nc1N)cccn3,GIQ
c1c([nH]c(n1)N)[C@@H]([C@H](CN)Cl)O,GIR
CCOC(=O)[C@H](c1ccc(cc1C(=O)O)NC(=N)N)Cl,GIS
CC(=O)Cn1c(c(nn1)c2ccccc2)COC(=O)NCc3ccccc3,GIT
c1cc2cnccc2c(c1)S(=O)(=O)N[C@H]3CCNC3,GIU
C([C@H]1[C@H]([C@H]([C@@H]([C@H](O1)O)O)O)O)O,GIV
C1CSC(SC1)C(=O)O,GIW
Cc1c2cc3[n+]4c(cc5c(c(c6n5[Ga+3]47n2c(c1CCC(=O)O)cc8[n+]7c(c6)C(=C8CCC(=O)O)C)C=C)C)C(=C3C)C=C,GIX
COc1ccc(cc1)C[C@@H](C(=O)NO)n2cc(nn2)CNS(=O)(=O)c3ccc(s3)c4ccccn4,GIY
CCc1c(c([nH]c1c2csc(n2)N3CCN(CC3)CC4CCN(CC4)CC)C)C(=O)C,GIZ
c1cc(ccc1NC(=O)C[C@@H](C(=O)O)N)Oc2cc(c(cc2Br)F)F,GJ0
Cc1cc(ccc1OCc2cccc(n2)CO)OC,GJ1
c1ccc(cc1)S(=O)(=O)NCC#Cc2ccc(cc2)S(=O)(=O)NCCC(F)(F)F,GJ2
C[C@H]([C@@H](C(=O)N[C@@H](CC1CCCCC1)C(=O)NN(C[C@@H]2CCNC2=O)C(=O)C)NC(=O)OCc3ccccc3)OC(C)(C)C,GJ3
CCc1c(c([nH]c1c2csc(n2)N3CCNC[C@@H]3C(=O)NCCCCO)C)C(=O)C,GJ4
CC(C)Cc1nc(cs1)c2ccc(cc2)C(=O)NCCC(F)(F)F,GJ5
CC(C)N[C@@H]1CCc2c(ccc(c2O)O)[C@H]1O,GJ6
CCC(=O)N1C[C@@H]2C[C@H]1CN2c3ccc(c(n3)Oc4ccc(cc4)Oc5ccccc5)C(=O)N,GJ7
c1ccc(cc1)S(=O)(=O)NCc2nc(cs2)c3ccc(cc3)C(=O)NCCC(F)(F)F,GJ8
Cc1cc2cccnc2c(c1OCCCC(=O)O)N3CCC[NH+](CC3)Cc4csc(n4)N5CCC(CC5)O,GJ9
C=CC(=O)N[C@H]1CCN(C1)c2ccc(c(n2)Oc3ccc(cc3)Oc4ccccc4)C(=O)N,GJA
c1ccc(cc1)CCN2C(=O)CC(=O)NC2=O,GJB
CCc1c(c([nH]c1c2csc(n2)N3CCN(CC3)Cc4cn(nn4)CC(=O)N)C)C(=O)C,GJC
CCC(=O)N[C@H]1CCN(C1)c2ncc(c(n2)N)C(=O)N,GJD
c1cc(ccc1C(=O)NCCC(F)(F)F)N=[N+]=[N-],GJE
c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@H]4[C@H](O3)CO[P@@](=O)(O[C@@H]5[C@@H]([C@@H](CO[P@@](=O)(O4)S)O[C@H]5n6cnc7c6ncnc7N)O)S)O)N,GJF
c1cc(ncc1C(=O)N)NC2CCCCC2,GJG
Cc1c2c(c([nH]1)c3csc(n3)N4CCNCC4)CCCC2=O,GJI
CC(C)(C)NC(=O)c1ccc(cc1)Nc2c(ccc(n2)N3CC[C@@H](C3)NC(=O)C=C)C(=O)N,GJJ
CC(=O)/C=C/c1ccc(c(c1)OC)O,GJK
Cc1c(ccc(c1C2=NOCC2)S(=O)(=O)C)C(=O)C3=CNN(C3=O)C,GJL
C1CCO[C@@H](C1)C(=O)O,GJM
c1ccc(cc1)c2c3c(c4ccccc4[nH]3)nnc2N,GJN
CC(=O)Nc1cccc(c1)c2ccc(c3c2cc([nH]3)C(=O)NS(=O)(=O)c4ccc(cc4)OC)[N+](=O)[O-],GJO
c1ccc2c(c1)c(c(cn2)C(=O)O)O,GJP
c1cc(ccc1[C@@H]2N=C(N=C(N2c3ccc(c(c3)Cl)Cl)N)N)[N+](=O)[O-],GJQ
c1cnc(cc1OCC(F)F)Cn2cnc3c2nc(nc3N)Cl,GJR
c1cc(c(cc1O)C(=O)O)C(=O)O,GJS
CCC(CC)O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)n2cc(nn2)CO)C(=O)O,GJT
C[C@@H](c1cc(ccn1)OCC(F)F)n2cnc3c2nc(nc3N)Cl,GJU
c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CCCNC(=[NH2+])N)O)O)N,GJV
c1cc2n(c1)-c3ccc(cc3NC2=O)CN4CCCC4,GJW
c1cc2c(ccc(c2nc1)[N+](=O)[O-])N3CCN(CC3)C(=O)C45C[C@H]6CC(C4)C[C@@H](C5)C6=O,GJX
CC/C=C\C/C=C\C/C=C\CCCCCCCC[P@](=O)(OC)F,GJY
c1ccc(cc1)[C@@H]2C[C@H]2N,GJZ
c1c(cc(c(c1O)O)O)/C=N/NC(=O)c2cc(c(c(c2)O)O)O,GK0
Cc1ccc(cc1Nc2ccnc3c2ccc(c3)c4csc(n4)C=O)O,GK1
B([C@@H]1CCCN1C(=O)[C@@H](C(C)C)N)(O)O,GK2
Cc1ccc(cc1c2ccc(cc2)C(=O)Nc3cccc(c3)C#N)c4nnc(o4)C,GK3
Cc1ccc(cc1c2ccc(cc2)C(=O)NCC3CC3)c4nnc(o4)C,GK4
Cc1ccc(cc1c2ccc(cc2)C(=O)NCC3CC3)C(=O)NC4CC4,GK5
Cc1ccc(cc1c2ccc(cc2)C(=O)NCC3CC3)NC(=O)c4ccnc(c4)N5CCOCC5,GK6
Cc1c(nc2cc(ccc2n1)OC)O[C@@H]3C[C@H]4C(=O)N[C@@]5(C[C@H]5/C=C\CCCCC[C@@H](C(=O)N4C3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)C(=O)NS(=O)(=O)C6(CC6)C,GK7
c1c([nH]cn1)C[C@@H](CO[As](O)(O)O)N,GK8
COc1ccc2c(c1)CCCN2c3c4c(cco4)nc(n3)Cl,GK9
Cc1c(nc2cc(ccc2n1)OC)O[C@@H]3C[C@H]4C(=O)N[C@@]5(C[C@H]5/C=C\CCCCC[C@@H](C(=O)N4C3)NC(=O)[C@H](C(C)(C)C)NC(=O)C)C(=O)NS(=O)(=O)C6(CC6)C,GKA
Cc1cn(cn1)c2cc(cc(c2)NC(=O)c3ccc4c(c3)C[C@@H](C4)Nc5cncnc5)C(F)(F)F,GKB
C1CCC(CC1)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,GKC
